Gene,Avg_TPM_Without_Neo,Avg_TPM_With_Neo,Ratio_Without_With,Log2_Ratio
PLEKHG4,31.02777777777778,23.0,0.7412712622858677,-0.4319265110842422
PLEKHG2,37.611111111111114,28.0,0.7444608567010336,-0.42573209817553265
PTPRF,154.36111111111111,115.0,0.7450062983575995,-0.4246754706366603
SH2B3,17.444444444444443,13.0,0.745222929893586,-0.4242560274550007
TLR8,0.13333333333333333,0.1,0.7499999943750001,-0.41503750817546314
CRYBG3,23.791666666666668,18.0,0.7565674255373772,-0.4024594313531174
GOLGB1,58.05555555555556,44.0,0.7578947368290506,-0.39993060500992983
RPTOR,32.94444444444444,25.0,0.7588532883412153,-0.3981071014716067
AQR,25.62857142857143,19.5,0.7608695651877029,-0.3942789372722256
PIK3C2B,22.316666666666666,17.0,0.7617625093011906,-0.3925868066362084
RPAP1,27.52777777777778,21.0,0.7628657921014499,-0.39049882112667245
ARHGAP5,34.0,26.0,0.7647058823304499,-0.38702312126507815
ZFYVE26,12.972222222222221,10.0,0.7708779442660566,-0.3754256416197052
LRRC8A,55.361111111111114,43.0,0.7767185147877763,-0.3645362368632841
EIF3E,169.86111111111111,133.0,0.7829926410419972,-0.3529293446372006
TNRC18,40.666666666666664,32.0,0.7868852458822898,-0.34577483504378115
USP34,40.44444444444444,32.0,0.7912087911892285,-0.3378696369686485
AVPR1B,1.252,1.0,0.7987220440904775,-0.3242345616165896
CAMTA1,23.27777777777778,19.0,0.8162291169100426,-0.29295391710791885
PIP4K2A,24.194444444444443,20.0,0.8266360504824812,-0.2746758105835588
SMARCC2,83.44444444444444,69.0,0.8268974700300371,-0.27421963756637135
ALG3,53.916666666666664,45.0,0.8346213291962667,-0.2608063032398721
BCAR3,8.333333333333334,7.0,0.8399999998991999,-0.25153876545159387
WDR17,15.419444444444444,13.0,0.8430913348399365,-0.24623916167318238
TPRN,20.88888888888889,18.0,0.8617021276183228,-0.2147388471878392
EPOR,25.397222222222222,22.0,0.866236465021126,-0.20716718796274697
RAD50,2.302777777777778,2.0,0.8685162843031774,-0.2033751941314749
UBA5,34.5,30.0,0.8695652173660996,-0.20163385955236846
PMAIP1,152.61111111111111,133.0,0.8714961776426331,-0.19843375648638434
GALNT16,8.008333333333333,7.0,0.8740894900053167,-0.19414710163726515
FUNDC2,23.88888888888889,21.0,0.8790697674050622,-0.1859504237876186
C11orf68,46.583333333333336,41.0,0.8801431126823583,-0.18418996589576078
KHNYN,30.619444444444444,27.0,0.8817926154116443,-0.1814886981229764
COIL,54.02777777777778,48.0,0.8884318765902398,-0.17066693611292183
MRPS15,86.58333333333333,77.0,0.8893166506153304,-0.16923089588256543
LECT2,1.1214285714285714,1.0,0.8917197444277658,-0.16533773161526086
PRSS36,1.111111111111111,1.0,0.8999999991900001,-0.15200309314048097
FANCF,41.111111111111114,37.0,0.8999999999781081,-0.15200309187714817
OR1J4,0.22000000000000003,0.2,0.9090909049586776,-0.13750352872067526
IGF1R,22.0,20.0,0.9090909090495868,-0.13750352222854745
MOSPD2,17.583333333333332,16.0,0.9099526065833203,-0.1361366864826161
RBAK,23.97222222222222,22.0,0.917728852800651,-0.12386012758749977
PTPRK,42.48888888888889,39.0,0.9178870292671001,-0.12361149125102332
DHX16,77.22222222222223,71.0,0.9194244604197483,-0.12119704511342955
BCL11A,4.329411764705882,4.0,0.9239130432648571,-0.114171018691037
TELO2,48.388888888888886,45.0,0.92996555681201,-0.10475080930534958
RBBP8,106.88888888888889,100.0,0.9355509355421829,-0.09611189102442147
NOP58,179.52777777777777,168.0,0.9357883335859991,-0.09574585052321277
DICER1,52.25,49.0,0.9377990430442528,-0.0926492864549018
RAC1,303.72222222222223,285.0,0.9383574172275672,-0.09179054817244853
MLLT6,62.75,59.0,0.9402390438097173,-0.08890050307753011
UBR4,68.02777777777777,64.0,0.9407921600515033,-0.08805205560938348
SIVA1,65.47222222222223,62.0,0.9469664828026767,-0.07861472991952417
OR6T1,0.2111111111111111,0.2,0.9473684165650971,-0.07800251731224685
TAF2,60.75,58.0,0.9547325102723502,-0.06683150699085808
JAM3,107.47222222222223,103.0,0.9583871801409919,-0.06131948332577344
TNKS,35.416666666666664,34.0,0.9599999999728943,-0.058893687591495845
UQCC2,46.861111111111114,45.0,0.9602845287287669,-0.05846615904400324
CSTF1,40.55555555555556,39.0,0.9616438355927266,-0.05642543199815378
PJA1,74.88888888888889,73.0,0.9747774480582003,-0.036855219398768305
TEX15,8.2,8.0,0.9756097559785842,-0.035623908427897304
NEDD4L,23.416666666666668,23.0,0.9822064056520053,-0.025901862035536134
ABHD3,38.666666666666664,38.0,0.9827586206642391,-0.02509097953213589
ENPP1,7.020689655172415,7.0,0.9970530450446239,-0.004257832761689795
RNF141,23.055555555555557,23.0,0.9975903614025141,-0.0034805673513568797
SAMD15,5.008333333333334,5.0,0.9983361062898496,-0.0024024890582641303
SELP,0.1,0.1,0.9999999900000001,-1.298425537955265e-08
CSH1,0.1,0.1,0.9999999900000001,-1.298425537955265e-08
MCM3AP,56.97222222222222,57.0,1.0004875670229072,0.0007032405438715199
BTBD7,25.833333333333332,26.0,1.0064516128642664,0.0092778149656117
DIP2B,46.69444444444444,47.0,1.0065437239522692,0.00940984528620188
TRRAP,54.611111111111114,55.0,1.0071210579673162,0.01023711003246805
ELP4,2.961111111111111,3.0,1.0131332079130133,0.018823875228434702
TAX1BP1,60.97222222222222,62.0,1.0168564920106575,0.024116088801585115
GRB2,119.08333333333333,122.0,1.0244926521957356,0.03490963858431556
VPS13B,19.27777777777778,20.0,1.0374639768914284,0.053061245067174516
TBRG4,67.38888888888889,70.0,1.0387469084759295,0.054844184634240366
MCUR1,45.083333333333336,47.0,1.042513863193142,0.060066569923839616
SPIN2B,7.6416666666666675,8.0,1.0468920391214536,0.06611267320274529
TIAM2,4.7749999999999995,5.0,1.0471204186288754,0.06642736281461492
PPA2,38.083333333333336,40.0,1.0503282275435362,0.07084024188613215
CSNK2B,24.694444444444443,26.0,1.052868391408433,0.07432511206546503
TTN,0.9812500000000001,1.0333333333333334,1.0530785551900685,0.0746130606738082
ZNF280D,5.638888888888889,6.0,1.0640394086782983,0.08955158607831099
SETBP1,25.24705882352941,27.0,1.0694315004236246,0.09684407883653527
CEACAM6,9.325714285714286,10.0,1.0723039214536438,0.10071386593891103
MAPK12,19.5,21.0,1.0769230768678502,0.10691520518217318
ARHGAP35,78.22222222222223,85.0,1.0866477272588353,0.11988432025192981
CACNA1B,20.171428571428574,22.05,1.0931303115605386,0.1284653955922057
GRM3,0.64,0.7,1.0937499982910155,0.12928301600979086
UNC5D,1.825,2.0,1.0958904103584162,0.13210353653328655
IDH3B,139.47222222222223,155.0,1.1113324038956367,0.15229039833650881
PRIM2,21.583333333333332,24.0,1.1119691119175923,0.1531167149863394
CAMSAP1,70.83333333333333,79.0,1.1152941176313136,0.15742421914638344
TONSL,42.68571428571428,48.0,1.1244979919415279,0.16928108612605572
FSD2,0.1310344827586207,0.15000000000000002,1.1447368333691137,0.19501597265538725
DCAF15,55.833333333333336,64.0,1.1462686566958877,0.19694521660878334
HEATR5B,31.27777777777778,36.0,1.1509769093770559,0.20285889201172275
SUPT5H,101.38888888888889,119.0,1.17369863012541,0.23106201731047155
GTF2H3,49.861111111111114,59.0,1.1832869080542627,0.24279992328403244
KIF21A,40.388888888888886,48.0,1.188445667095747,0.2490759494220888
FOLH1,0.8374999999999999,1.0,1.1940298493205614,0.25583890391522623
PAK2,124.52777777777777,149.0,1.1965201873649176,0.2588447390479428
AVL9,32.55555555555556,39.0,1.197952218393237,0.260570367042299
FAM200B,27.4,33.0,1.2043795619998403,0.2682901324305103
ZNF536,8.149999999999999,10.0,1.2269938648801237,0.29512803654242625
PASK,31.75,39.0,1.2283464566542253,0.29671753321914507
CCKAR,2.4086956521739133,3.0,1.2454873641038589,0.3167103861757279
RAB28,44.80555555555556,56.0,1.2498450092715472,0.32174920146637404
EXOC2,47.77777777777778,60.0,1.2558139534620878,0.3286227485799877
KAT8,41.166666666666664,52.0,1.2631578947061584,0.3370349883846594
UNKL,15.0,19.0,1.2666666665822222,0.3410369188778571
MAPK13,48.833333333333336,62.0,1.2696245733528404,0.34440195779255656
PCLO,18.77777777777778,24.0,1.2781065088076748,0.3540080669332297
SLCO5A1,15.620588235294118,20.0,1.2803615137572353,0.3565512179666677
NBPF1,12.38888888888889,16.0,1.2914798205235576,0.3690251025226437
ZNF208,0.7736842105263158,1.0,1.292517005132121,0.3701832627460663
ALCAM,113.44999999999999,147.0,1.2957249889705094,0.37375954715209986
PATL1,84.5,110.0,1.3017751479135884,0.3804802783336541
FGF12,14.482857142857142,19.0,1.3118958373527,0.3916531776865264
GON4L,28.833333333333332,38.0,1.3179190750988006,0.39826178757265807
MAP3K10,22.63888888888889,30.0,1.3251533741745944,0.4061593489573651
CYFIP1,40.68055555555556,54.0,1.3274155001380765,0.40862002677779524
OR6F1,0.15000000000000002,0.2,1.3333333244444443,0.4150374907428981
USP42,21.694444444444443,29.0,1.3367477592213537,0.4187272594406623
DNAH17,1.4916666666666667,2.0,1.3407821220061795,0.4230748184531023
NRCAM,107.39444444444445,144.0,1.3408514820629376,0.4231494486409971
SDR42E1,9.6375,13.0,1.3488975355280004,0.4317807640332609
GATA6,2.9612903225806453,4.0,1.3507625267769756,0.4337740624413048
BAZ1B,211.27777777777777,286.0,1.3536681567119733,0.4368741156490495
NDUFA4L2,13.202777777777778,18.0,1.3633494633934766,0.4471554124185782
ADCY2,4.379166666666666,6.0,1.3701236914092962,0.4543061430910183
ZAP70,0.3647058823529412,0.5,1.3709677381763785,0.4551946228473684
HGF,18.599999999999998,25.5,1.370967741861776,0.45519462672558125
UBA6,37.80555555555556,52.0,1.3754592211245287,0.45991336909013153
UFM1,64.63888888888889,89.0,1.3768801031157853,0.46140293802884247
ZDHHC16,35.55555555555556,49.0,1.3781249999612404,0.4627067516764362
GTPBP1,48.416666666666664,67.0,1.3838209982502483,0.4686573387871471
TACR3,0.7210526315789473,1.0,1.386861311945229,0.4718235244098626
PTEN,17.571428571428573,24.5,1.39430894301008,0.47955026178617044
GYS1,41.44444444444444,58.0,1.3994638069367424,0.484874177310728
CILP2,2.8542857142857145,4.0,1.4014014009104199,0.48687024456392775
CYP7A1,0.1416666666666667,0.2,1.411764695916955,0.49749965030899607
OR1Q1,0.5666666666666665,0.8,1.411764703391004,0.49749965794679385
